EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;234;1;0;0;0;;;;;;;;;;;;;;1686
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29;1;0;0;0;;;;;;;;;;;;;;333
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2359;215;0;0;0;1040400;786600;100167;64434;80476;15300;51;0;0;0;3468;333948;59,9167;16197
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1506;9;0;0;0;1105100;861432;111666;71796;60676;16016;28;0;0;0;1932;195237;49,1;12593
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;1143;0;419;173;1;0;0;0;0;6612;0,733333;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;586;6;0;0;0;281842;148258;29172;12353;23161;4048;16;0;0;0;1114;115326;15,3;4909
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2201;2;0;0;0;847350;495225;87516;40919;51666;12150;54;0;0;0;3766;389079;48,55;16884
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3097;2;0;0;0;1883230;1449400;192913;119517;95436;27144;58;0;0;0;4024;412285;84,8167;23170
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;697;17;0;0;0;580602;322711;59831;26586;36453;8334;18;0;0;0;1254;129244;25,4833;5168
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3080;0;0;0;0;1587960;1235080;163160;101193;92894;22857;57;0;0;0;3960;406961;73,1;21432
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBQV;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1688;9;0;0;0;874300;590800;89545;48799;30757;12600;36;0;0;0;2498;255898;43,8167;12875
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1093;2;0;0;0;1162420;800076;117519;67796;54462;16836;23;0;0;0;1588;160568;46,8;10659
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1470;4;0;0;0;622102;495390;61489;42387;26167;9099;27;0;0;0;1846;182525;32,2;15568
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;18496;0;1783;0;638;272;1;0;0;0;68;6558;0,9;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;561;12;0;0;0;409020;224961;39305;18814;54108;6015;15;0;0;0;1020;98030;21,45;4862
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;949;3;0;0;0;835288;499174;84441;42043;40212;12098;23;0;0;0;1588;160568;33,9;8783
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;841;0;0;0;0;1112640;615612;112680;52246;61947;16104;22;0;0;0;1520;153956;43;8315
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;1;SWGN;ARAGUAÍNA;TO;NORTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;907;5;0;0;0;1508420;872534;148149;73449;50191;22126;23;0;0;0;1568;154024;57,35;8333
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;530;4;0;0;0;314732;134090;32011;11444;15260;4554;18;0;0;0;1244;126552;17;5523
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;668;22;0;0;0;522240;320640;50336;26555;29756;7680;16;0;0;0;1088;104894;23,5;5240
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;3874;0;1094;586;1;0;0;0;0;6612;1,6;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1140;12;0;0;0;867152;652080;87583;53919;31381;12584;22;0;0;0;1516;153128;38,7667;8783
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1175;16;0;0;0;506848;395975;49938;32682;18015;7414;22;0;0;0;1504;148221;26,5333;8889
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SNBR;BARREIRAS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;607;1;0;0;0;653292;319282;66085;26258;24210;9468;18;0;0;0;1242;125660;28,3;4410
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWGN;ARAGUAÍNA;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;655;2;0;0;0;1114000;630110;109047;52145;32464;16354;17;0;0;0;1158;113368;42,9833;5088
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;288;5;0;0;0;463080;130752;44639;10700;19690;6810;15;0;0;0;1020;98336;22;1984
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBDN;PRESIDENTE PRUDENTE;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;751;16;0;0;0;643824;395026;62064;33133;21581;9468;18;0;0;0;1224;118010;28,9667;6685
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;46;1;0;0;0;45900;23175;4401;1892;2125;675;3;0;0;0;204;19572;2,7;337
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;149;7;0;0;0;186898;60214;18184;4772;6484;2737;7;0;0;0;478;46520;8,35;623
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;40;0;0;0;0;;;;;;;;;;;;;;242
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3;0;0;0;0;;;;;;;;;;;;;;38
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17;3;0;0;0;;;;;;;;;;;;;;110
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;19;0;0;0;0;35140;9538;3682;718;1250;502;1;0;0;0;70;7336;1,68333;7
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;12036;0;3035;1845;1;0;0;0;0;6524;4,55;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;726;14;0;0;0;718602;514632;71867;41329;22002;10460;20;0;0;0;1374;137433;29,35;3815
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;258;2;0;0;0;;;;;;;;;;;;;;1427
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;3589;0;1285;544;2;0;0;0;0;13200;2;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBAU;ARAÇATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;600;17;0;0;0;522240;288000;50336;23640;30589;7680;16;0;0;0;1088;104894;25,5667;4266
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;278;8;0;0;0;463080;126212;44639;10221;18504;6810;15;0;0;0;1020;98336;21,6667;1676
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBDN;PRESIDENTE PRUDENTE;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;796;17;0;0;0;608056;418696;58615;34621;34277;8942;17;0;0;0;1156;111452;28,95;6136
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;25;0;0;0;0;0;0;0;0;2681;0;1;0;0;0;68;6558;3,58333;260
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJV;JOINVILLE;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;894;24;0;0;0;502588;347766;48455;29326;28714;7391;19;0;0;0;1292;124568;25,0833;8360
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;1895;0;713;289;1;0;0;0;0;6558;1,03333;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;182;0;248;28;1;0;0;0;0;6524;0,566667;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBZM;GOIANÁ;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;381;4;0;0;0;327216;152781;31535;12432;20857;4812;12;0;0;0;816;78662;17,4333;2444
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2291;7;0;0;0;732600;515475;74995;42799;35197;10575;47;0;0;0;3256;333415;39,9167;18490
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;15;1;0;0;0;45900;13950;4401;1133;1925;675;3;0;0;0;204;19572;2,31667;177
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1;0;0;0;0;31008;8816;2973;715;1225;456;3;0;0;0;204;19572;1,73333;12
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;164;0;0;0;0;186898;68034;18184;5436;6203;2737;7;0;0;0;478;46520;8,65;833
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;19460;834;2050;73;613;278;1;0;0;0;70;7376;0,883333;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBJV;JOINVILLE;SC;SUL;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;791;27;0;0;0;502588;307699;48455;25668;33770;7391;19;0;0;0;1292;124568;29,4333;6684
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2359;2;0;0;0;1681060;1104010;170662;91775;58213;24336;52;0;0;0;3592;364729;73,9667;19234
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11;1;0;0;0;;;;;;;;;;;;;;67
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;31008;7752;2973;616;1330;456;3;0;0;0;204;19572;1,63333;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1;0;0;0;0;;;;;;;;;;;;;;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10;0;0;0;0;55080;7290;5283;585;1388;810;3;0;0;0;204;19572;2,48333;37
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;10;0;0;0;0;;;;;;;;;;;;;;26
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2;0;0;0;0;19460;3336;2050;257;663;278;1;0;0;0;70;7376;0,9;0
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;37;0;0;0;0;62968;17131;6180;1544;1916;926;2;0;0;0;136;13352;2,61667;560
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;700;9;0;0;0;546340;324100;56163;26944;16991;7871;17;0;0;0;1180;121317;22,8167;5713
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBPS;PORTO SEGURO;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2390;1;0;0;0;1494930;958390;151551;78894;58348;21654;54;0;0;0;3728;378006;67,75;17566
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBQV;VITÓRIA DA CONQUISTA;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;881;10;0;0;0;583100;308350;59898;24764;18393;8400;24;0;0;0;1666;171173;26,4667;4704
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1033;41;0;0;0;847690;547445;84306;43431;31250;12360;24;0;0;0;1646;163715;41,1667;4401
PTB;PASSAREDO TRANSPORTES AÉREOS S.A.;BRASILEIRA;2022;2;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;30;2;0;0;0;;;;;;;;;;;;;;232
